{,#N/A,German,Spanish,Brazilian Portuguese,Russian,Japanese,Simplified Chinese,Italian,French,Korean,Turkish,Hungarian
"Dialogues.CT.ReputationIncreased: ""Abigail told me about what happened to her in the mines. I just confirmed that she has magical potential.#$b#Looks like that demon Lucikiel won't be as bad..."",",Abigail told me about what happened to her in the mines. I just confirmed that she has magical potential.#$b#Looks like that demon Lucikiel won't be as bad...,"Abigail erzählte mir, was ihr in den Minen passiert ist. Ich habe gerade bestätigt, dass sie magisches Potenzial hat.#$b#Sieht so aus, als wäre dieser Dämon Lucikiel nicht so schlimm ...",Abigail me contó lo que le pasó en las minas. Acabo de confirmar que tiene potencial mágico.#$b#Parece que ese demonio Lucikiel no será tan malo...,Abigail me contou o que aconteceu com ela nas minas. Acabei de confirmar que ela tem potencial mágico.#$b#Parece que aquele demônio Lucikiel não será tão ruim...,"Эбигейл рассказала мне о том, что случилось с ней в шахтах. Я только что подтвердил, что у нее есть магический потенциал.#$b#Похоже, демон Люкиэль будет не таким плохим...",アビゲイルは鉱山で彼女に何が起こったのかを私に話しました。彼女に魔法の可能性があることを確認しました。#$b#あの悪魔ルシキエルもそれほど悪くはないようです...,阿比盖尔向我讲述了她在矿井中发生的事情。我刚刚确认了她有魔法潜力。#$b#看来恶魔路基尔不会那么糟糕了...,Abigail mi ha raccontato cosa le è successo nelle miniere. Ho appena confermato che ha un potenziale magico.#$b#Sembra che quel demone Lucikiel non sarà così cattivo...,Abigail m'a raconté ce qui lui est arrivé dans les mines. Je viens de confirmer qu'elle a un potentiel magique.#$b#On dirait que le démon Lucikiel ne sera pas aussi mauvais...,Abigail은 광산에서 그녀에게 일어난 일에 대해 나에게 말했습니다. 방금 그녀에게 마법적 잠재력이 있다는 것을 확인했습니다.#$b#저 악마 루시키엘도 나쁘지 않을 것 같은데요...,Abigail bana madenlerde başına gelenleri anlattı. Az önce onun büyülü bir potansiyele sahip olduğunu doğruladım.#$b#Görünüşe göre o iblis Lucikiel o kadar da kötü olmayacak...,"Abigail elmesélte, mi történt vele a bányában. Csak megerősítettem, hogy varázslatos potenciál van benne.#$b#Úgy tűnik, Lucikiel démon nem lesz olyan rossz..."
// RSV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Dialogues.CT.RSV_GH1: ""I heard about the new community greenhouse in the Ridgeside Village.#$e#Let's hope it'll be useful."",",I heard about the new community greenhouse in the Ridgeside Village.#$e#Let's hope it'll be useful.,"Ich habe von dem neuen Gemeinschaftsgewächshaus im Ridgeside Village gehört.#$e#Hoffen wir, dass es nützlich sein wird.",Me enteré del nuevo invernadero comunitario en Ridgeside Village.#$e#Esperemos que sea útil.,Ouvi falar da nova estufa comunitária em Ridgeside Village.#$e#Esperemos que seja útil.,"Я слышал о новой общественной теплице в деревне Риджсайд.#$e#Будем надеяться, что это будет полезно.",リッジサイド ビレッジに新しいコミュニティ温室があると聞きました。#$e# お役に立てば幸いです。,我听说了 Ridgeside Village 的新社区温室。#$e#希望它会有用。,Ho sentito parlare della nuova serra comunitaria nel Ridgeside Village.#$e#Speriamo che possa essere utile.,J'ai entendu parler de la nouvelle serre communautaire du village de Ridgeside.#$e#Espérons qu'elle sera utile.,리지사이드 빌리지에 새로운 커뮤니티 온실이 생겼다는 소식을 들었습니다.#$e#도움이 되길 바랍니다.,Ridgeside Köyü'ndeki yeni topluluk serasını duydum.#$e#Umarım faydalı olur.,"Hallottam az új közösségi üvegházról a Ridgeside Village-ben.#$e#Reméljük, hogy hasznos lesz."
"Dialogues.CT.keahi_prank: ""Hello, {{DT_name}}.#$b#I know it is a strange question, but you met Keahi today, didn't you?#$e#Why do I ask?#$b#As far as I know, many villagers commented about the smell coming from you.#$b#He pranked you!"",","Hello, {{DT_name}}.#$b#I know it is a strange question, but you met Keahi today, didn't you?#$e#Why do I ask?#$b#As far as I know, many villagers commented about the smell coming from you.#$b#He pranked you!","Hallo, {{DT_name}}.#$b#Ich weiß, es ist eine seltsame Frage, aber du hast Keahi heute getroffen, nicht wahr?#$e#Warum frage ich?#$b#Soweit ich weiß, haben sich viele Dorfbewohner über den Geruch geäußert, der von dir ausgeht.#$b#Er hat dir einen Streich gespielt!","Hola, {{DT_name}}.#$b#Sé que es una pregunta extraña, pero conociste a Keahi hoy, ¿no?#$e#¿Por qué lo pregunto?#$b#Hasta donde yo sé, muchos aldeanos comentaron sobre el olor que emana de ti.#$b#¡Te hizo una broma!","Olá, {{DT_name}}.#$b#Eu sei que é uma pergunta estranha, mas você conheceu Keahi hoje, não foi?#$e#Por que eu pergunto?#$b#Até onde eu sei, muitos moradores comentaram sobre o cheiro vindo de você.#$b#Ele pregou uma peça em você!","Привет, {{DT_name}}.#$b#Я знаю, что это странный вопрос, но ты встретил Кеахи сегодня, не так ли?#$e#Почему я спрашиваю?#$b#Насколько я знаю, многие жители деревни говорили о запахе, исходившем от тебя.#$b#Он тебя разыграл!",こんにちは、{{DT_name}}。#$b#奇妙な質問だとは思いますが、今日ケアヒに会ったんですよね?#$e#なぜ聞くのですか?#$b#私の知る限り、多くの村人があなたからの匂いについてコメントしています。#$b#彼はあなたにいたずらをしたのです!,你好，{{DT_name}}。#$b#我知道这是一个奇怪的问题，但你今天遇到了 Keahi，不是吗？#$e#我为什么问这个？#$b#据我所知，很多村民都评论说你身上有气味。#$b#他恶作剧了你！,"Ciao, {{DT_name}}.#$b#So che è una domanda strana, ma oggi hai incontrato Keahi, vero?#$e#Perché te lo chiedo?#$b#Per quanto ne so, molti abitanti del villaggio hanno commentato l'odore che emanavi.#$b#Ti ha fatto uno scherzo!","Bonjour, {{DT_name}}.#$b#Je sais que c'est une question étrange, mais vous avez rencontré Keahi aujourd'hui, n'est-ce pas ?#$e#Pourquoi est-ce que je demande ?#$b#Pour autant que je sache, de nombreux villageois ont commenté l'odeur qui émanait de vous.#$b#Il vous a fait une blague !","안녕하세요, {{DT_name}}님.#$b#이상한 질문인 건 알지만 오늘 케아히를 만났죠?#$e#왜 물어보나요?#$b#내가 아는 한 많은 마을 사람들이 당신에게서 냄새가 난다고 댓글을 달았습니다.#$b#그가 장난을 쳤어요!","Merhaba {{DT_name}}.#$b#Bunun tuhaf bir soru olduğunu biliyorum ama bugün Keahi ile tanıştın, değil mi?#$e#Neden soruyorum?#$b#Bildiğim kadarıyla birçok köylü senden gelen koku hakkında yorum yaptı.#$b#Sana şaka yaptı!","Szia, {{DT_name}}.#$b#Tudom, hogy furcsa kérdés, de ma találkoztál Keahival, ugye?#$e#Miért kérdezzem?#$b#Amennyire én tudom, sok falusi nyilatkozott a tőled érkező szagról.#$b#Megviccelt!"
// Leilani,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Dialogues.CT.LeilaniArrives: ""So, I heard Leilani came back.#$b#I'm here from fall, so could you please tell me who is she?#$b#Keahi's mother? Now I know..."",","So, I heard Leilani came back.#$b#I'm here from fall, so could you please tell me who is she?#$b#Keahi's mother? Now I know...","Ich habe also gehört, dass Leilani zurückgekommen ist.#$b#Ich bin seit Herbst hier. Könnten Sie mir bitte sagen, wer sie ist?#$b#Keahis Mutter? Jetzt weiß ich...","Entonces, escuché que Leilani regresó.#$b#Estoy aquí desde el otoño, así que ¿podrías decirme quién es ella?#$b#¿La ​​madre de Keahi? Ahora lo sé...","Então, ouvi dizer que Leilani voltou.#$b#Estou aqui desde o outono, então você poderia me dizer quem é ela?#$b#A mãe de Keahi? Agora eu sei...","Итак, я слышал, что Лейлани вернулась.#$b#Я здесь с осени, так что не могли бы вы сказать мне, кто она?#$b#Мать Кеахи? Теперь я знаю...",それで、レイラニが戻ってきたと聞きました。#$b#私は秋からここにいるので、彼女が誰であるかを教えてください?#$b#ケアヒのお母さん?今なら分かります...,所以，我听说 Leilani 回来了。#$b#我从秋天来到这里，所以你能告诉我她是谁吗？#$b#Keahi 的妈妈？现在我知道了...,"Allora, ho sentito che Leilani è tornata.#$b#Sono qui dall'autunno, quindi potresti dirmi chi è lei?#$b#La madre di Keahi? Adesso lo so...","Donc, j'ai entendu dire que Leilani était revenue.#$b#Je suis ici depuis l'automne, alors peux-tu s'il te plaît me dire qui est elle ?#$b#La mère de Keahi ? Maintenant je sais...",그래서 레일라니가 돌아왔다고 들었습니다.#$b#가을부터 왔는데 누구인지 알려 주실 수 있나요?#$b#케아히 어머니요? 이제 알아요...,"Leilani'nin geri döndüğünü duydum.#$b#Sonbahardan beri buradayım, lütfen bana onun kim olduğunu söyler misin?#$b#Keahi'nin annesi? Artık biliyorum...","Szóval, hallottam, hogy Leilani visszatért.#$b#Ősztől vagyok itt, szóval meg tudnád mondani, ki ő?#$b#Keahi anyja? Most már tudom..."
// Prank the Jojamart,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Dialogues.CT.PTJ03: ""If she would've asked, I'll do the Joja prank with her. But as far as I know, it was good."",","If she would've asked, I'll do the Joja prank with her. But as far as I know, it was good.","Wenn sie gefragt hätte, würde ich den Joja-Streich mit ihr machen. Aber soweit ich weiß, war es gut.","Si ella me lo hubiera pedido, le haría la broma de Joja. Pero hasta donde yo sé, estuvo bien.","Se ela tivesse perguntado, eu faria a pegadinha da Joja com ela. Mas até onde eu sei, foi bom.","Если бы она попросила, я бы разыграл с ней Джоджу. Но, насколько я знаю, это было хорошо.",もし彼女が頼んでくれたら、私は彼女と一緒にJojaのいたずらをしてあげるよ。しかし、私の知る限りでは、それは良かったです。,如果她问的话，我会和她一起做乔贾的恶作剧。但据我所知，这很好。,"Se me lo avesse chiesto, le avrei fatto lo scherzo di Joja. Ma per quanto ne so, è stato bello.","Si elle l'avait demandé, je ferais la farce de Joja avec elle. Mais autant que je sache, c'était bien.",만약 그녀가 요청했다면 나는 그녀와 함께 조자 장난을 쳐줄 것이다. 그러나 내가 아는 한 그것은 좋았다.,Eğer sorsaydı onunla Joja şakasını yapardım. Ama bildiğim kadarıyla iyiydi.,"Ha megkérte volna, megcsinálom vele a Joja csínyt. De amennyire én tudom, jó volt."
// Jorts and Jean,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Dialogues.CT.MeetTheCats: ""Hello {{DT_name}}. I have a feeling you met Jorts and Jean.#$b#You may not worry about your ears, {{DT_name}}. These two 'cats' really do talk. And they might not be the only ones."",","Hello {{DT_name}}. I have a feeling you met Jorts and Jean.#$b#You may not worry about your ears, {{DT_name}}. These two 'cats' really do talk. And they might not be the only ones.","Hallo {{DT_name}}. Ich habe das Gefühl, dass du Jorts und Jean kennengelernt hast.#$b#Du brauchst dir vielleicht keine Sorgen um deine Ohren zu machen, {{DT_name}}. Diese beiden „Katzen“ reden wirklich. Und sie sind vielleicht nicht die Einzigen.","Hola {{DT_name}}. Tengo la sensación de que conociste a Jorts y Jean.#$b#No puedes preocuparte por tus oídos, {{DT_name}}. Estos dos 'gatos' realmente hablan. Y puede que no sean los únicos.","Olá {{DT_name}}. Tenho a sensação de que você conheceu Jorts e Jean.#$b#Você não pode se preocupar com seus ouvidos, {{DT_name}}. Esses dois 'gatos' realmente conversam. E eles podem não ser os únicos.","Здравствуйте, {{DT_name}}. У меня такое ощущение, что вы познакомились с Йортсом и Джин.#$b#Можете не беспокоиться о своих ушах, {{DT_name}}. Эти два «кота» действительно разговаривают. И они могут быть не единственными.",こんにちは、{{DT_name}}。ジョルツとジャンに会ったような気がします。#$b#耳のことは心配しないでください、{{DT_name}}。この二匹の「猫」は本当にしゃべります。そして、彼らだけではないかもしれません。,你好{{DT_name}}。我有一种感觉，你见过 Jorts 和 Jean。#$b#你可能不用担心你的耳朵，{{DT_name}}。这两只“猫”真的会说话。他们可能不是唯一的。,"Ciao {{DT_name}}. Ho la sensazione che tu abbia incontrato Jorts e Jean.#$b#Non dovresti preoccuparti per le tue orecchie, {{DT_name}}. Questi due ""gatti"" parlano davvero. E potrebbero non essere gli unici.","Bonjour {{DT_name}}. J'ai l'impression que vous avez rencontré Jorts et Jean.#$b#Vous ne vous inquiétez peut-être pas pour vos oreilles, {{DT_name}}. Ces deux « chats » parlent vraiment. Et ils ne sont peut-être pas les seuls.","안녕하세요, {{DT_name}}님. Jorts와 Jean을 만난 것 같은 느낌이 듭니다.#$b#귀는 걱정하지 않으셔도 됩니다, {{DT_name}}님. 이 두 '고양이'는 정말 말을 합니다. 그리고 그들만이 아닐 수도 있습니다.",Merhaba {{DT_name}}. Jorts ve Jean'le tanıştığını hissediyorum.#$b#Kulakların için endişelenmene gerek yok {{DT_name}}. Bu iki 'kedi' gerçekten konuşuyor. Ve sadece onlar olmayabilir.,"Kedves {{DT_name}}! Az az érzésem, hogy találkozott Jortssal és Jeannel.#$b#Nem kell aggódnia a fülei miatt, {{DT_name}}. Ez a két „macska” valóban beszél. És lehet, hogy nem ők az egyetlenek."
"Dialogues.CT.ButteredJorts: ""..... Still can't believe what I heard that happened there.#$e#Butter?#$b#On a cat?#$b#Really???"",",..... Still can't believe what I heard that happened there.#$e#Butter?#$b#On a cat?#$b#Really???,"..... Ich kann immer noch nicht glauben, was ich gehört habe, was dort passiert ist.#$e#Butter?#$b#Auf einer Katze?#$b#Wirklich???",..... Todavía no puedo creer lo que escuché que pasó allí.#$e#¿Mantequilla?#$b#¿En un gato?#$b#¿¿En serio???,..... Ainda não consigo acreditar no que ouvi que aconteceu lá.#$e#Manteiga?#$b#Em um gato?#$b#Sério???,"..... До сих пор не могу поверить в то, что там произошло.#$e#Масло?#$b#На кошке?#$b#Правда???",..... そこで起こったことを聞いたことがまだ信じられません。#$e#バター?#$b#猫に?#$b#本当に???,..... 还是不敢相信我听到的事情在那里发生。#$e#黄油？#$b#在一只猫上？#$b#真的？？？,..... Ancora non riesco a credere a quello che ho sentito che è successo lì.#$e#Burro?#$b#Su un gatto?#$b#Davvero???,..... Je n'arrive toujours pas à croire ce que j'ai entendu sur ce qui s'est passé là-bas.#$e#Beurre?#$b#Sur un chat?#$b#Vraiment ???,.....아직도 그곳에서 일어난 일을 믿을 수 없습니다.#$e#버터?#$b#고양이에?#$b#정말???,..... Orada duyduklarıma hâlâ inanamıyorum.#$e#Tereyağı?#$b#Bir kedinin üzerinde mi?#$b#Gerçekten mi???,"..... Még mindig nem hiszem el, amit hallottam, ami ott történt.#$e#Vaj?#$b#Macskán?#$b#Tényleg???"
